IATA,ICAO,NAME,COUNTRY,ELEVATION,LATITUDE,LONGITUDE,WIKIPEDIA
EIH,YEIN,Einasleigh Airport,AU,0 feet,"18° 30' 11.88"" S","144° 5' 38.38"" E",
EII,PAII,Egegik Airport,US,92 feet,"58° 11' 7.80"" N","157° 22' 30.00"" W",https://en.wikipedia.org/wiki/Egegik_Airport
EIK,URKE,Yeysk Airport,RU,0 feet,"46° 40' 48.00"" N","38° 12' 36.00"" E",
EIL,PAEI,Eielson Air Force Base,US,547 feet,"64° 39' 56.53"" N","147° 6' 7.22"" W",https://en.wikipedia.org/wiki/Eielson_Air_Force_Base
EIN,EHEH,Eindhoven Airport,NL,74 feet,"51° 27' 0.36"" N","5° 22' 28.31"" E",https://en.wikipedia.org/wiki/Eindhoven_Airport
EIS,TUPJ,Terrance B. Lettsome International Airport,VG,15 feet,"18° 26' 41.28"" N","64° 32' 34.80"" W",https://en.wikipedia.org/wiki/Terrance_B._Lettsome_International_Airport
EIY,LLEY,Ein Yahav Airfield,IL,-164 feet,"30° 37' 18.12"" N","35° 12' 11.88"" E",https://en.wikipedia.org/wiki/Ein_Yahav_Airfield
EJA,SKEJ,Yarigüies Airport,CO,412 feet,"7° 1' 27.59"" N","73° 48' 24.48"" W",https://en.wikipedia.org/wiki/Yarigüies_Airport
EJH,OEWJ,Al Wajh Domestic Airport,SA,0 feet,"26° 11' 54.96"" N","36° 28' 35.03"" E",https://en.wikipedia.org/wiki/Al_Wajh_Domestic_Airport
EKA,KEKA,Murray Field,US,7 feet,"40° 48' 12.20"" N","124° 6' 46.05"" W",https://en.wikipedia.org/wiki/Murray_Field
EKB,UASB,Ekibastuz Airport,KZ,0 feet,"51° 35' 27.60"" N","75° 12' 53.99"" E",https://en.wikipedia.org/wiki/Ekibastuz_Airport
EKM,KEKM,Elkhart Municipal Airport,US,778 feet,"41° 43' 9.89"" N","86° 0' 11.62"" W",https://en.wikipedia.org/wiki/Elkhart_Municipal_Airport
EKN,KEKN,Elkins-Randolph Co.-Jennings Randolph Field,US,"1,987 feet","38° 53' 22.00"" N","79° 51' 25.70"" W",
EKO,KEKO,Elko Regional Airport,US,"5,140 feet","40° 49' 29.70"" N","115° 47' 30.10"" W",https://en.wikipedia.org/wiki/Elko_Regional_Airport
EKQ,KEKQ,Wayne County Airport,US,963 feet,"36° 51' 19.00"" N","84° 51' 22.10"" W",https://en.wikipedia.org/wiki/Wayne_County_Airport_(Kentucky)
EKS,UHSK,Shakhtyorsk Airport,RU,0 feet,"49° 11' 25.08"" N","142° 4' 58.77"" E",
EKT,ESSU,Eskilstuna Airport,SE,0 feet,"59° 21' 3.96"" N","16° 42' 30.24"" E",https://en.wikipedia.org/wiki/Eskilstuna_Airport
EKX,KEKX,Addington Field (Elizabethtown Regional Airport),US,775 feet,"37° 41' 9.60"" N","85° 55' 30.10"" W",https://en.wikipedia.org/wiki/Elizabethtown_Regional_Airport
EKY,KEKY,Bessemer Airport,US,700 feet,"33° 18' 45.40"" N","86° 55' 34.70"" W",https://en.wikipedia.org/wiki/Bessemer_Airport
ELA,KELA,Eagle Lake Airport,US,184 feet,"29° 36' 2.00"" N","96° 19' 19.00"" W",
ELB,SKBC,Las Flores Airport,CO,0 feet,"9° 2' 43.94"" N","73° 58' 29.64"" W",https://en.wikipedia.org/wiki/Las_Flores_Airport_(Colombia)
ELC,YELD,Elcho Island Airport,AU,0 feet,"12° 1' 9.84"" S","135° 34' 15.60"" E",https://en.wikipedia.org/wiki/Elcho_Island_Airport
ELD,KELD,South Arkansas Regional Airport at Goodwin Field,US,277 feet,"33° 13' 15.50"" N","92° 48' 47.80"" W",https://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field
ELF,HSFS,El Fasher Airport,SD,0 feet,"13° 36' 53.64"" N","25° 19' 28.56"" E",https://en.wikipedia.org/wiki/El_Fasher_Airport
ELG,DAUE,El Golea Airport,DZ,0 feet,"30° 34' 16.68"" N","2° 51' 34.52"" E",https://en.wikipedia.org/wiki/El_Golea_Airport
ELH,MYEH,North Eleuthera Airport,BS,13 feet,"25° 28' 29.64"" N","76° 41' 0.61"" W",https://en.wikipedia.org/wiki/North_Eleuthera_Airport
ELK,KELK,Elk City Municipal Airport,US,"2,013 feet","35° 25' 50.80"" N","99° 23' 39.40"" W",https://en.wikipedia.org/wiki/Elk_City_Regional_Business_Airport
ELL,FAER,Ellisras Matimba Airport,ZA,0 feet,"23° 43' 36.12"" S","27° 41' 17.88"" E",
ELM,KELM,Elmira-Corning Regional Airport,US,954 feet,"42° 9' 35.60"" N","76° 53' 29.80"" W",https://en.wikipedia.org/wiki/Elmira_Corning_Regional_Airport
ELN,KELN,Bowers Field,US,"1,764 feet","47° 1' 58.90"" N","120° 31' 50.50"" W",https://en.wikipedia.org/wiki/Bowers_Airport
ELO,SATD,El Dorado Airport,AR,0 feet,"26° 23' 51.00"" S","54° 34' 28.92"" W",https://en.wikipedia.org/wiki/El_Dorado_Airport_(Argentina)
ELO,KELO,Ely Municipal Airport,US,"1,456 feet","47° 49' 28.37"" N","91° 49' 50.63"" W",https://en.wikipedia.org/wiki/Ely_Municipal_Airport
ELP,KELP,El Paso International Airport,US,"3,959 feet","31° 48' 26.10"" N","106° 22' 39.30"" W",http://www.elpasointernationalairport.com
ELQ,OEGS,Gassim Regional Airport,SA,"2,126 feet","26° 18' 10.08"" N","43° 46' 27.84"" E",https://en.wikipedia.org/wiki/Prince_Naif_bin_Abdulaziz_International_Airport
ELR,SVBL,El Libertador Airbase,VE,0 feet,"10° 11' 0.15"" N","67° 33' 26.35"" W",https://en.wikipedia.org/wiki/El_Libertador_Air_Base
ELS,FAEL,East London Airport,ZA,435 feet,"33° 2' 8.16"" S","27° 49' 33.24"" E",https://en.wikipedia.org/wiki/East_London_Airport
ELT,HETR,El Tor Airport,EG,0 feet,"28° 12' 32.40"" N","33° 38' 43.80"" E",https://en.wikipedia.org/wiki/El_Tor_Airport
ELU,DAUO,Guemar Airport,DZ,0 feet,"33° 30' 41.03"" N","6° 46' 36.44"" E",https://en.wikipedia.org/wiki/Guemar_Airport
ELY,KELY,Ely Airport,US,"6,259 feet","39° 17' 58.90"" N","114° 50' 30.80"" W",https://en.wikipedia.org/wiki/Ely_Airport
ELZ,KELZ,Wellsville Municipal Airport (Tarantine Field),US,"2,124 feet","42° 6' 34.30"" N","77° 59' 23.90"" W",https://en.wikipedia.org/wiki/Wellsville_Municipal_Airport
EMA,EGNX,East Midlands Airport,UK,306 feet,"52° 49' 51.96"" N","1° 19' 41.02"" W",https://www.eastmidlandsairport.com
EMD,YEML,Emerald Airport,AU,0 feet,"23° 34' 3.00"" S","148° 10' 44.40"" E",https://en.wikipedia.org/wiki/Emerald_Airport
EME,EDWE,Emden Airport,DE,0 feet,"53° 23' 27.99"" N","7° 13' 39.00"" E",https://en.wikipedia.org/wiki/Emden_Airport
EMG,FAEM,Empangeni Airport,ZA,0 feet,"28° 43' 12.00"" S","31° 53' 24.00"" E",
EMM,KEMM,Kemmerer Municipal Airport,US,"7,285 feet","41° 49' 26.63"" N","110° 33' 25.11"" W",https://en.wikipedia.org/wiki/Kemmerer_Municipal_Airport
EMN,GQNI,Néma Airport,MR,0 feet,"16° 37' 19.20"" N","7° 18' 59.76"" W",https://en.wikipedia.org/wiki/Nema_Airport
EMP,KEMP,Emporia Municipal Airport,US,"1,208 feet","38° 19' 55.60"" N","96° 11' 28.20"" W",https://en.wikipedia.org/wiki/Emporia_Municipal_Airport
EMT,KEMT,El Monte Airport,US,296 feet,"34° 5' 9.63"" N","118° 2' 5.44"" W",https://en.wikipedia.org/wiki/San_Gabriel_Valley_Airport
EMV,KEMV,Emporia-Greensville Regional Airport,US,127 feet,"36° 41' 12.90"" N","77° 28' 58.10"" W",
EMX,SAVD,El Maitén Airport,AR,0 feet,"42° 1' 45.13"" S","71° 10' 21.00"" W",https://en.wikipedia.org/wiki/El_Maitén_Airport
ENA,PAEN,Kenai Municipal Airport,US,99 feet,"60° 34' 23.16"" N","151° 14' 41.98"" W",https://en.wikipedia.org/wiki/Kenai_Municipal_Airport
ENB,YEEB,Eneabba Airport,AU,0 feet,"29° 49' 57.00"" S","115° 14' 45.61"" E",
ENC,LFSN,Nancy-Essey Airport,FR,0 feet,"48° 41' 31.56"" N","6° 13' 49.66"" E",https://en.wikipedia.org/wiki/Nancy-Essey_Airport
END,KEND,Vance AFB,US,"1,307 feet","36° 20' 21.00"" N","97° 54' 59.40"" W",http://www.vance.af.mil
ENE,WATE,Ende (H Hasan Aroeboesman) Airport,ID,0 feet,"8° 50' 57.44"" S","121° 39' 39.61"" E",https://en.wikipedia.org/wiki/H._Hasan_Aroeboesman_Airport
ENF,EFET,Enontekio Airport,FI,0 feet,"68° 21' 45.37"" N","23° 25' 27.48"" E",https://en.wikipedia.org/wiki/Enontekiö_Airport
ENH,ZHES,Enshi Airport,CN,0 feet,"30° 19' 13.08"" N","109° 29' 6.00"" E",https://en.wikipedia.org/wiki/Enshi_Xujiaping_Airport
ENK,UESU,Zyryanka Airport,RU,0 feet,"65° 44' 12.13"" N","150° 42' 18.01"" E",https://en.wikipedia.org/wiki/Zyryanka_Airport
ENK,EGAB,Enniskillen/St Angelo Airport,UK,155 feet,"54° 23' 56.04"" N","7° 39' 6.01"" W",https://en.wikipedia.org/wiki/Enniskillen/St_Angelo_Airport
ENL,KENL,Centralia Municipal Airport,US,534 feet,"38° 30' 54.33"" N","89° 5' 28.09"" W",https://en.wikipedia.org/wiki/Centralia_Municipal_Airport
ENM,PAEM,Emmonak Airport,US,0 feet,"62° 47' 9.95"" N","164° 29' 27.59"" W",https://en.wikipedia.org/wiki/Emmonak_Airport
ENN,PANN,Nenana Municipal Airport,US,0 feet,"64° 32' 50.29"" N","149° 4' 26.42"" W",https://en.wikipedia.org/wiki/Nenana_Municipal_Airport
ENO,SGEN,Teniente Primero Alarcon Airport,PY,0 feet,"27° 17' 60.00"" S","55° 54' 36.00"" W",
ENS,EHTW,Enschede Airport Twente,NL,114 feet,"52° 16' 12.00"" N","6° 52' 27.01"" E",https://en.wikipedia.org/wiki/Enschede_Airport_Twente
ENT,PKMA,ENEWETAK AUX AF,MH,13 feet,"11° 20' 26.52"" N","162° 19' 40.81"" E",https://en.wikipedia.org/wiki/Enewetak_Auxiliary_Airfield
ENU,DNEN,Akanu Ibiam International Airport,NG,0 feet,"6° 28' 27.37"" N","7° 33' 43.06"" E",https://en.wikipedia.org/wiki/Akanu_Ibiam_International_Airport
ENV,KENV,Wendover Airport,US,"4,237 feet","40° 43' 7.30"" N","114° 1' 51.20"" W",https://en.wikipedia.org/wiki/Wendover_Airport
ENW,KENW,Kenosha Regional Airport,US,742 feet,"42° 35' 44.55"" N","87° 55' 40.09"" W",http://www.kenosha.org/departments/airport/
ENY,ZLYA,Yan'an Airport,CN,0 feet,"36° 38' 12.85"" N","109° 33' 14.40"" E",https://en.wikipedia.org/wiki/Yan'an_Nanniwan_Airport
EOH,SKMD,Olaya Herrera Airport,CO,"4,940 feet","6° 13' 13.98"" N","75° 35' 26.10"" W",https://en.wikipedia.org/wiki/Olaya_Herrera_Airport
EOI,EGED,Eday Airport,UK,0 feet,"59° 11' 26.16"" N","2° 46' 19.99"" W",https://en.wikipedia.org/wiki/Eday_Airport
EOK,KEOK,Keokuk Municipal Airport,US,671 feet,"40° 27' 35.67"" N","91° 25' 42.60"" W",https://en.wikipedia.org/wiki/Keokuk_Municipal_Airport
EOP,KEOP,Pike County Airport,US,660 feet,"39° 10' 0.96"" N","82° 55' 41.43"" W",https://en.wikipedia.org/wiki/Pike_County_Airport_(Ohio)
EOR,SVED,El Dorado Airport,VE,0 feet,"6° 43' 60.00"" N","61° 34' 60.00"" W",https://en.wikipedia.org/wiki/El_Dorado_Airport_(Venezuela)
EOS,KEOS,Neosho Hugh Robinson Airport,US,"1,255 feet","36° 48' 38.90"" N","94° 23' 30.10"" W",https://en.wikipedia.org/wiki/Neosho_Hugh_Robinson_Airport
EOZ,SVEZ,Elorza Airport,VE,295 feet,"7° 4' 60.00"" N","69° 31' 60.00"" W",https://en.wikipedia.org/wiki/Elorza_Airport
EPA,SADP,El Palomar Airport,AR,59 feet,"34° 36' 35.64"" S","58° 36' 45.36"" W",https://en.wikipedia.org/wiki/El_Palomar_Airport
EPH,KEPH,Ephrata Municipal Airport,US,"1,276 feet","47° 18' 29.06"" N","119° 31' 0.89"" W",https://en.wikipedia.org/wiki/Ephrata_Municipal_Airport
EPL,LFSG,Épinal - Mirecourt Airport,FR,0 feet,"48° 19' 30.00"" N","6° 4' 11.93"" E",https://en.wikipedia.org/wiki/Épinal_–_Mirecourt_Airport
EPM,KEPM,Eastport Municipal Airport,US,45 feet,"44° 54' 36.40"" N","67° 0' 45.70"" W",https://en.wikipedia.org/wiki/Eastport_Municipal_Airport
EPR,YESP,Esperance Airport,AU,470 feet,"33° 41' 3.84"" S","121° 49' 22.79"" E",https://en.wikipedia.org/wiki/Esperance_Airport
EPS,MDAB,Arroyo Barril International Airport,DO,0 feet,"19° 11' 54.96"" N","69° 25' 47.29"" W",https://en.wikipedia.org/wiki/Arroyo_Barril_Airport
EPU,EEPU,Pärnu Airport,EE,47 feet,"58° 25' 8.40"" N","24° 28' 22.08"" E",https://en.wikipedia.org/wiki/Pärnu_Airport
EQS,SAVE,Esquel Airport,AR,"2,621 feet","42° 54' 28.80"" S","71° 8' 22.21"" W",https://en.wikipedia.org/wiki/Esquel_Airport
ERA,HCMU,Erigavo Airport,SO,0 feet,"10° 38' 31.38"" N","47° 23' 16.73"" E",https://en.wikipedia.org/wiki/Erigavo_Airport
ERB,YERN,Ernabella Airport,AU,0 feet,"26° 15' 47.88"" S","132° 10' 55.22"" E",
ERC,LTCD,Erzincan Airport,TR,"3,783 feet","39° 42' 36.72"" N","39° 31' 37.20"" E",https://en.wikipedia.org/wiki/Erzincan_Airport
ERD,UKDB,Berdyansk Airport,UA,0 feet,"46° 48' 54.00"" N","36° 45' 29.15"" E",https://en.wikipedia.org/wiki/Berdiansk_Airport
ERF,EDDE,Erfurt Airport,DE,"1,036 feet","50° 58' 47.28"" N","10° 57' 29.16"" E",https://en.wikipedia.org/wiki/Erfurt–Weimar_Airport
ERG,UIKE,Yerbogachen Airport,RU,0 feet,"61° 16' 30.01"" N","108° 1' 48.00"" E",https://en.wikipedia.org/wiki/Yerbogachen_Airport
ERH,GMFK,Moulay Ali Cherif Airport,MA,0 feet,"31° 56' 51.00"" N","4° 23' 53.99"" W",https://en.wikipedia.org/wiki/Moulay_Ali_Cherif_Airport
ERI,KERI,Erie International Airport (Tom Ridge Field),US,733 feet,"42° 4' 55.28"" N","80° 10' 34.38"" W",https://en.wikipedia.org/wiki/Erie_International_Airport
ERL,ZBER,Erenhot Saiwusu International Airport,CN,0 feet,"43° 25' 21.00"" N","112° 5' 48.00"" E",https://en.wikipedia.org/wiki/Erenhot_Saiwusu_International_Airport
ERM,SSER,Aeroporto de Erechim,BR,"2,498 feet","27° 39' 43.00"" S","52° 16' 6.00"" W",https://en.wikipedia.org/wiki/Erechim_Airport
ERN,SWEI,Eirunepé Airport,BR,0 feet,"6° 38' 22.31"" S","69° 52' 47.28"" W",https://en.wikipedia.org/wiki/Eirunepé_Airport
ERR,KERR,Errol Airport,US,"1,245 feet","44° 47' 33.18"" N","71° 9' 51.28"" W",
ERS,FYWE,Eros Airport,NA,"5,575 feet","22° 36' 43.92"" S","17° 4' 49.44"" E",https://en.wikipedia.org/wiki/Eros_Airport
ERV,KERV,Kerrville Municipal Airport (Louis Schreiner Field),US,"1,617 feet","29° 58' 36.00"" N","99° 5' 7.70"" W",http://www.kerrvilleairport.org
ERY,KERY,Luce County Airport,US,869 feet,"46° 18' 40.27"" N","85° 27' 26.34"" W",https://en.wikipedia.org/wiki/Luce_County_Airport
ERZ,LTCE,Erzurum Airport,TR,"5,763 feet","39° 57' 23.40"" N","41° 10' 12.72"" E",https://en.wikipedia.org/wiki/Erzurum_Airport
ESB,LTAC,Esenboga International Airport,TR,"3,125 feet","40° 7' 41.16"" N","32° 59' 42.35"" E",https://en.wikipedia.org/wiki/Ankara_Esenboğa_Airport
ESC,KESC,Delta County Airport,US,609 feet,"45° 43' 21.60"" N","87° 5' 37.40"" W",https://en.wikipedia.org/wiki/Delta_County_Airport
ESD,KORS,Orcas Island Airport,US,31 feet,"48° 42' 29.38"" N","122° 54' 37.67"" W",https://en.wikipedia.org/wiki/Orcas_Island_Airport
ESE,MMES,Ensenada Airport,MX,66 feet,"31° 47' 43.08"" N","116° 36' 10.79"" W",https://en.wikipedia.org/wiki/Ensenada_Airport
ESF,KESF,Esler Regional Airport,US,112 feet,"31° 23' 41.65"" N","92° 17' 44.78"" W",https://en.wikipedia.org/wiki/Esler_Airfield
ESG,SGME,Dr Luis Maria Argaña Airport,PY,553 feet,"22° 2' 60.00"" S","60° 37' 12.00"" W",https://en.wikipedia.org/wiki/Dr._Luis_Maria_Argaña_International_Airport
ESH,EGKA,Shoreham Airport,UK,0 feet,"50° 50' 8.17"" N","0° 17' 50.00"" W",https://en.wikipedia.org/wiki/Brighton_City_Airport
ESK,LTBI,Eski?ehir Airport,TR,"2,581 feet","39° 47' 2.76"" N","30° 34' 55.56"" E",https://en.wikipedia.org/wiki/Eskişehir_Airport
ESL,URWI,Elista Airport,RU,0 feet,"46° 22' 26.04"" N","44° 19' 51.23"" E",https://en.wikipedia.org/wiki/Elista_Airport
ESM,SETN,General Rivadeneira Airport,EC,32 feet,"0° 58' 42.67"" N","79° 37' 35.77"" W",https://en.wikipedia.org/wiki/Colonel_Carlos_Concha_Torres_Airport
ESN,KESN,Easton/Newnam Field,US,72 feet,"38° 48' 15.00"" N","76° 4' 8.40"" W",https://en.wikipedia.org/wiki/Easton_Airport_(Maryland)
ESR,SCES,El Salvador Bajo Airport,CL,"5,240 feet","26° 18' 39.96"" S","69° 45' 54.71"" W",https://en.wikipedia.org/wiki/El_Salvador_Bajo_Airport
ESS,EDLE,Essen/Mülheim Airport,DE,424 feet,"51° 24' 8.29"" N","6° 56' 14.39"" E",https://en.wikipedia.org/wiki/Essen/Mülheim_Airport
EST,KEST,Estherville Municipal Airport,US,"1,319 feet","43° 24' 26.80"" N","94° 44' 47.20"" W",
ESU,GMMI,Mogador Airport,MA,0 feet,"31° 23' 51.00"" N","9° 40' 54.01"" W",https://en.wikipedia.org/wiki/Essaouira-Mogador_Airport
ESW,KESW,Easton State Airport,US,"2,226 feet","47° 15' 15.06"" N","121° 11' 7.92"" W",https://en.wikipedia.org/wiki/Easton_State_Airport
ETB,KETB,West Bend Municipal Airport,US,887 feet,"43° 25' 19.80"" N","88° 7' 40.50"" W",https://en.wikipedia.org/wiki/West_Bend_Municipal_Airport
ETC,KETC,Tarboro-Edgecombe Airport,US,53 feet,"35° 56' 13.56"" N","77° 32' 47.90"" W",
ETD,YEDA,Etadunna Airport,AU,0 feet,"28° 44' 26.88"" S","138° 35' 20.42"" E",https://en.wikipedia.org/wiki/Etadunna_Airstrip
ETH,LLET,J. Hozman Airport,IL,"1,025 feet","29° 33' 40.68"" N","34° 57' 36.35"" E",https://en.wikipedia.org/wiki/Eilat_Airport
ETN,KETN,Eastland Municipal Airport,US,"1,464 feet","32° 24' 48.57"" N","98° 48' 35.13"" W",
ETR,SERO,Coronel Artilleria Victor Larrea Airport,EC,0 feet,"3° 26' 6.58"" S","79° 58' 40.07"" W",https://en.wikipedia.org/wiki/Santa_Rosa_International_Airport
ETS,KEDN,Enterprise Municipal Airport,US,361 feet,"31° 17' 59.00"" N","85° 53' 59.40"" W",https://en.wikipedia.org/wiki/Enterprise_Municipal_Airport_(Alabama)
ETZ,LFJL,Metz-Nancy-Lorraine Airport,FR,870 feet,"48° 58' 55.57"" N","6° 15' 4.75"" E",https://en.wikipedia.org/wiki/Metz–Nancy–Lorraine_Airport
EUA,NFTE,Kaufana Airport,TO,0 feet,"21° 22' 41.88"" S","174° 57' 28.77"" W",https://en.wikipedia.org/wiki/ʻEua_Airport
EUC,YECL,Eucla Airport,AU,0 feet,"31° 42' 0.00"" S","128° 52' 58.78"" E",https://en.wikipedia.org/wiki/Eucla_Airport
EUE,KEUE,Eureka Airport,US,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
EUF,KEUF,Weedon Field,US,285 feet,"31° 57' 4.75"" N","85° 7' 44.13"" W",https://en.wikipedia.org/wiki/Weedon_Field
EUG,KEUG,Eugene Airport / Mahlon Sweet Field,US,374 feet,"44° 7' 28.50"" N","123° 12' 43.10"" W",https://en.wikipedia.org/wiki/Eugene_Airport
EUL,KEUL,Caldwell Industrial Airport,US,"2,431 feet","43° 38' 30.70"" N","116° 38' 8.80"" W",https://en.wikipedia.org/wiki/Caldwell_Industrial_Airport
EUM,EDHN,Neumünster Airport,DE,0 feet,"54° 4' 46.00"" N","9° 56' 29.00"" E",
EUN,GMML,Hassan I Airport,EH,0 feet,"27° 9' 6.12"" N","13° 13' 9.12"" W",https://en.wikipedia.org/wiki/Hassan_I_Airport
EUQ,RPVS,Evelio Javier Airport,PH,0 feet,"10° 45' 57.60"" N","121° 55' 58.80"" E",https://en.wikipedia.org/wiki/Evelio_Javier_Airport
EUX,TNCE,Franklin Delano Roosevelt Airport,AN,129 feet,"17° 29' 47.40"" N","62° 58' 45.84"" W",https://en.wikipedia.org/wiki/F._D._Roosevelt_Airport
EVD,YEVA,Eva Downs Airport,AU,0 feet,"18° 0' 3.60"" S","134° 51' 46.82"" E",
EVD,YEVH,Evans Head Memorial Aerodrome,AU,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
EVE,ENEV,"Harstad/Narvik Airport, Evenes",NO,84 feet,"68° 29' 28.69"" N","16° 40' 41.16"" E","https://en.wikipedia.org/wiki/Harstad/Narvik_Airport,_Evenes"
EVG,ESND,Sveg Airport,SE,0 feet,"62° 2' 52.07"" N","14° 25' 22.44"" E",https://en.wikipedia.org/wiki/Sveg_Airport
EVH,YEVD,Evans Head Aerodrome,AU,0 feet,"29° 5' 35.88"" S","153° 25' 11.99"" E",https://en.wikipedia.org/wiki/Evans_Head_Memorial_Aerodrome
EVM,KEVM,Eveleth-Virginia Municipal Airport,US,"1,378 feet","47° 25' 30.28"" N","92° 29' 54.49"" W",
EVN,UDYZ,Zvartnots International Airport,AM,"2,838 feet","40° 8' 50.28"" N","44° 23' 45.24"" E",https://en.wikipedia.org/wiki/Zvartnots_International_Airport
EVU,KEVU,Northwest Missouri Regional Airport,US,"1,150 feet","40° 21' 9.37"" N","94° 54' 55.94"" W",https://en.wikipedia.org/wiki/Northwest_Missouri_Regional_Airport
EVV,KEVV,Evansville Regional Airport,US,418 feet,"38° 2' 13.19"" N","87° 31' 56.51"" W",https://en.wikipedia.org/wiki/Evansville_Regional_Airport
EVW,KEVW,Evanston-Uinta County Burns Field,US,"7,143 feet","41° 16' 29.20"" N","111° 2' 4.70"" W",
EVX,LFOE,Évreux-Fauville Air Base,FR,0 feet,"49° 1' 43.33"" N","1° 13' 11.50"" E",
EVY,KEVY,Summit Airport,US,70 feet,"39° 31' 15.70"" N","75° 43' 25.20"" W",https://en.wikipedia.org/wiki/Summit_Airport_(Delaware)
EWB,KEWB,New Bedford Regional Airport,US,80 feet,"41° 40' 34.11"" N","70° 57' 24.99"" W",https://en.wikipedia.org/wiki/New_Bedford_Regional_Airport
EWD,OEWD,Wadi Al Dawasir Airport,SA,0 feet,"20° 30' 15.48"" N","45° 11' 58.56"" E",https://en.wikipedia.org/wiki/Wadi_al-Dawasir_Domestic_Airport
EWI,WABT,Enarotali Airport,ID,0 feet,"3° 55' 33.24"" S","136° 22' 37.20"" E",https://en.wikipedia.org/wiki/Enarotali_Airport
EWK,KEWK,Newton City/County Airport,US,"1,533 feet","38° 3' 29.62"" N","97° 16' 28.26"" W",https://en.wikipedia.org/wiki/Newton_City/County_Airport
EWN,KEWN,Craven County Regional Airport,US,18 feet,"35° 4' 22.70"" N","77° 2' 34.60"" W",https://en.wikipedia.org/wiki/Coastal_Carolina_Regional_Airport
EWO,FCOE,Ewo Airport,CG,0 feet,"0° 52' 58.80"" S","14° 48' 0.00"" E",https://en.wikipedia.org/wiki/Ewo_Airport
EWR,KEWR,Newark Liberty International Airport,US,18 feet,"40° 41' 33.00"" N","74° 10' 7.20"" W",https://www.newarkairport.com/
EXM,YEXM,Exmouth Airport,AU,0 feet,"22° 1' 59.88"" S","114° 5' 59.99"" E",
EXT,EGTE,Exeter Airport,UK,102 feet,"50° 44' 3.85"" N","3° 24' 50.00"" W",https://www.exeter-airport.co.uk
EXX,KEXX,Davidson County Airport,US,733 feet,"35° 46' 52.10"" N","80° 18' 13.62"" W",https://en.wikipedia.org/wiki/Davidson_County_Airport
EYE,KEYE,Eagle Creek Airpark,US,823 feet,"39° 49' 50.90"" N","86° 17' 39.80"" W",https://en.wikipedia.org/wiki/Eagle_Creek_Airpark
EYF,KEYF,Curtis L. Brown Jr. Field,US,132 feet,"34° 36' 6.49"" N","78° 34' 45.38"" W",https://en.wikipedia.org/wiki/Curtis_L._Brown_Jr._Field
EYL,GAYE,Yélimané Airport,ML,0 feet,"15° 7' 58.80"" N","10° 34' 1.20"" W",https://en.wikipedia.org/wiki/Yelimane_Airport
EYP,SKYP,El Alcaraván Airport,CO,"1,028 feet","5° 19' 8.80"" N","72° 23' 2.40"" W",https://en.wikipedia.org/wiki/El_Alcaraván_Airport
EYQ,KEYQ,Weiser Air Park,US,137 feet,"29° 56' 6.76"" N","95° 38' 22.57"" W",https://en.wikipedia.org/wiki/Weiser_Air_Park
EYS,HKES,Eliye Springs Airport,KE,0 feet,"3° 13' 0.01"" N","35° 58' 0.13"" E",https://en.wikipedia.org/wiki/Eliye_Springs_Airport
EYW,KEYW,Key West International Airport,US,3 feet,"24° 33' 22.00"" N","81° 45' 34.40"" W",https://en.wikipedia.org/wiki/Key_West_International_Airport
EZE,SAEZ,Ministro Pistarini International Airport,AR,67 feet,"34° 49' 19.92"" S","58° 32' 8.88"" W",https://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport
EZF,KEZF,Shannon Airport,US,85 feet,"38° 15' 58.40"" N","77° 26' 57.80"" W",https://en.wikipedia.org/wiki/Shannon_Airport_(Virginia)
EZI,KEZI,Kewanee Municipal Airport,US,858 feet,"41° 12' 18.70"" N","89° 57' 49.90"" W",
EZM,KEZM,Heart of Georgia Regional Airport,US,304 feet,"32° 12' 59.00"" N","83° 7' 43.20"" W",https://en.wikipedia.org/wiki/Heart_of_Georgia_Regional_Airport
